ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
77,853,135,8,20,23,120,1,SAN,DEN
-28,438,91,12,19,21,196,6,PHX,GJT
238,888,153,5,21,23,578,3,ORD,DEN
-15,689,115,10,6,9,17,5,14747,14869
142,1044,170,8,18,19,68,2,MCI,PHX
30,2077,296,8,18,20,179,2,CLT,SAN
18,1005,177,9,18,20,214,5,MCO,ORD
9,1546,240,4,8,10,214,7,MCO,DEN
46,177,70,2,14,14,37,7,IND,ORD
-9,926,160,7,11,13,36,6,CMH,DFW
28,692,131,11,18,19,581,7,ATL,MCI
18,432,95,7,22,23,581,4,ATL,IND
77,419,110,10,11,12,13,2,12953,11042
84,1363,186,8,12,18,366,5,LAX,MCI
-3,369,80,8,11,12,32,2,BUR,PHX
74,989,145,5,20,23,164,3,MSP,TTN
-12,406,95,3,8,9,124,3,TPA,ATL
120,404,95,6,19,20,581,2,ATL,MCO
-15,220,75,5,11,13,4,2,ISP,BWI
-7,270,67,11,9,10,581,7,ATL,JAX
17,1965,285,8,9,11,36,5,CVG,SEA
18,650,129,10,19,21,8,4,13303,11057
153,89,44,6,22,22,438,4,DFW,ACT
89,2065,310,6,21,23,77,5,IAD,LAS
4,1721,239,12,15,21,182,5,SEA,ORD
9,944,177,10,15,18,16,1,12478,13204
-26,1127,187,11,7,10,181,4,DTW,FLL
15,1448,197,1,17,22,23,1,ANC,SEA
115,733,127,2,17,20,578,5,ORD,LGA
81,711,155,1,20,22,217,3,EWR,MDW
7,214,76,9,11,12,118,5,DCA,LGA
83,2402,314,6,6,14,182,4,SEA,EWR
19,177,66,6,14,14,37,4,IND,ORD
-6,577,115,3,15,16,77,6,IAD,MDW
145,645,120,2,16,18,37,4,IND,EWR
12,859,135,12,15,17,67,4,PDX,SNA
-11,416,102,9,17,19,217,2,EWR,RDU
18,584,114,12,12,14,578,1,ORD,BHM
-26,268,88,7,6,7,7,1,RST,ORD
27,472,95,7,19,21,21,3,CHS,BWI
-7,983,155,8,10,12,181,3,DTW,TPA
4,441,85,1,8,9,116,7,HOU,MAF
-14,207,70,8,12,13,181,6,DTW,TVC
16,926,178,12,19,21,36,2,CMH,DFW
31,333,70,7,20,21,67,4,SJC,ONT
-1,189,55,6,12,13,69,1,AUS,DAL
-22,1276,208,12,22,0,164,7,MSP,PHX
15,265,76,8,7,8,36,4,CVG,ORD
16,738,125,4,15,18,52,5,MKE,LGA
18,1189,160,12,20,23,214,6,MCO,SJU
30,425,85,6,19,21,60,2,MSY,ATL
-63,2797,383,11,10,15,23,6,ANC,OGG
-22,834,140,5,16,18,34,6,PIT,MCO
27,1846,240,6,16,22,240,4,SFO,ORD
81,369,100,6,20,22,172,4,BOS,BWI
-6,214,86,11,19,20,118,1,DCA,LGA
32,1737,230,2,18,23,196,1,PHX,CLE
-6,646,110,1,14,17,90,3,OAK,PHX
-10,200,54,3,11,13,3,5,EKO,SLC
37,163,44,2,16,16,17,3,KOA,HNL
1,2434,367,5,12,15,217,5,EWR,SNA
7,583,118,9,9,11,33,3,OMA,DFW
15,622,127,5,20,21,185,3,BWI,ORD
52,693,123,6,19,21,30,2,OKC,ORD
4,295,75,4,16,18,3,7,HRL,IAH
-19,337,95,4,8,10,240,3,SFO,LAX
19,787,125,12,21,0,260,4,IAH,TPA
19,408,90,5,18,18,15,4,GRR,MSP
-12,1041,179,5,19,22,578,5,ORD,SAT
15,602,110,8,19,21,196,6,PHX,DEN
-1,416,98,1,15,17,33,7,OMA,ORD
48,468,97,8,17,19,179,1,CLT,MCO
15,255,70,2,14,15,185,1,BWI,RDU
-6,873,135,3,9,11,124,3,TPA,PIT
-4,109,46,2,17,18,120,5,SAN,LAX
46,950,156,4,12,15,214,1,MCO,LGA
-30,1235,203,9,15,16,438,7,DFW,LAX
-28,991,184,12,15,17,378,3,DEN,PDX
-10,990,160,12,8,12,184,5,MDW,MCO
16,235,90,11,16,18,578,5,ORD,DTW
-8,163,44,3,13,14,17,5,KOA,HNL
-12,762,133,12,6,8,581,4,ATL,LGA
-25,2139,328,1,8,10,581,2,ATL,SFO
43,508,110,3,11,12,2,1,PHF,ATL
-15,1124,170,9,15,18,164,2,MSP,BOS
131,363,88,2,15,17,29,4,ONT,SFO
-7,283,75,10,8,9,4,1,10529,10821
7,417,75,1,21,23,67,1,SJC,SAN
3,100,45,6,10,11,29,4,OGG,HNL
-17,1121,174,9,9,12,438,6,DFW,MIA
-5,834,150,9,6,9,67,2,PDX,LAX
-7,637,109,4,10,12,378,3,DEN,SGF
21,613,118,8,8,9,118,1,DCA,HSV
108,911,170,5,19,21,578,6,ORD,COS
23,1121,182,6,7,10,172,7,BOS,MCO
-4,929,153,6,18,21,438,6,DFW,TPA
18,236,65,3,17,18,266,1,LAS,LAX
-21,1660,270,2,19,22,438,1,DFW,SEA
72,888,170,7,17,19,578,1,ORD,DEN
8,1282,187,6,6,11,21,7,ELP,ATL
75,266,72,8,21,22,366,4,LAX,MRY
-18,2475,366,10,8,11,16,2,12478,12892
108,236,60,6,17,18,266,4,LAS,LAX
-11,813,151,10,10,11,47,7,10397,10423
-28,2288,298,3,8,15,366,6,LAX,IAD
-10,522,105,1,6,9,240,1,SFO,BOI
-15,997,173,4,15,17,217,2,EWR,TPA
27,563,107,12,19,21,378,5,DEN,ELP
-23,214,78,1,18,19,16,3,SAV,ATL
81,404,100,11,15,17,214,3,MCO,ATL
15,308,65,8,12,13,366,5,LAX,SJC
-7,188,61,11,13,14,121,6,SLC,IDA
59,570,90,2,16,18,116,6,HOU,BHM
9,854,158,3,6,8,214,7,MCO,IAH
43,780,139,2,11,12,378,6,DEN,MMH
9,1089,183,4,15,17,127,7,PHL,MSY
13,821,135,7,7,9,438,4,DFW,MSN
15,588,100,11,13,16,90,7,OAK,SLC
37,2116,271,6,22,6,67,1,SJC,ATL
146,663,120,6,19,21,33,2,JAX,BWI
28,522,109,1,17,19,20,2,XNA,ORD
26,255,71,1,16,18,266,1,LAS,PHX
-10,277,60,10,18,19,10,1,12191,12206
30,237,55,8,18,19,120,5,DAL,TUL
-17,192,70,6,9,10,124,5,MIA,MCO
36,2026,315,12,17,20,48,4,RDU,LAS
40,1739,260,5,20,23,578,7,ORD,PDX
22,508,108,9,11,13,6,1,FWA,ATL
11,907,150,12,5,8,164,3,MSP,ATL
186,862,130,8,18,22,366,4,LAX,DEN
105,646,130,8,17,18,48,1,RDU,ORD
-10,238,69,2,11,12,581,5,ATL,BQK
28,868,158,12,17,19,438,7,DFW,PHX
53,2611,330,9,23,8,366,1,LAX,BOS
-17,862,179,11,11,13,7,7,GSP,DFW
5,270,74,10,20,22,47,1,10397,12451
4,1874,296,12,11,14,260,3,IAH,SEA
85,345,75,7,21,22,22,3,RNO,LAS
64,1379,221,1,17,18,260,1,IAH,LAX
-10,853,145,5,12,15,120,5,SAN,DEN
15,337,88,2,15,16,366,4,LAX,SFO
50,602,110,6,21,21,378,6,DEN,PHX
-23,270,84,12,14,15,33,2,JAX,ATL
-11,358,80,4,7,8,32,6,BUR,SMF
-3,2640,335,11,23,6,29,3,OGG,SEA
11,240,77,4,9,11,578,4,ORD,DAY
14,857,138,4,19,21,60,4,PBI,DCA
8,991,145,6,9,13,67,1,PDX,DEN
49,637,133,7,20,22,217,3,EWR,SBN
24,96,55,5,22,23,127,6,PHL,LGA
194,475,109,6,18,19,16,7,TYS,ORD
-19,1061,166,8,13,17,438,2,DFW,RDU
-23,601,105,2,12,14,184,7,MDW,DCA
-5,588,122,8,8,9,121,7,SLC,SNA
20,543,100,6,14,16,67,2,PDX,OAK
20,197,60,6,17,18,124,5,TPA,FLL
55,647,112,1,14,15,16,3,TYS,LGA
36,313,99,1,11,12,378,7,DEN,GCC
37,2454,325,6,12,21,366,6,LAX,EWR
-7,626,127,2,17,18,36,3,CMH,MSP
-6,692,129,6,10,11,581,1,ATL,MCI
91,409,87,1,16,17,578,1,ORD,BNA
30,980,191,1,8,10,127,5,PHL,MSP
-5,151,54,12,9,9,581,3,ATL,HSV
50,733,159,3,16,17,229,5,LGA,ORD
69,460,103,4,12,14,68,5,MCI,DFW
16,1080,171,2,18,21,45,5,RSW,LGA
-15,1521,230,4,9,11,184,4,MDW,LAS
-3,358,70,1,9,10,60,4,SMF,BUR
98,299,82,10,13,14,40,5,13930,11423
7,403,92,4,16,17,68,3,MCI,ORD
-5,272,62,4,16,17,121,2,SLC,SGU
31,1849,270,6,18,19,214,6,MCO,PHX
-11,544,106,4,13,14,179,7,CLT,LGA
36,419,80,5,19,20,30,1,OKC,HOU
-14,1127,182,8,11,14,118,6,FLL,DTW
20,868,136,2,7,10,196,4,PHX,DFW
0,1735,270,9,7,10,86,2,STL,SFO
0,481,120,2,7,9,27,4,RIC,ATL
6,1107,156,4,21,23,182,2,SEA,PHX
28,1121,167,2,10,13,214,1,MCO,BOS
-4,,418,2,6,9,,5,BOS,SFO
7,2218,288,1,9,17,366,5,LAX,MCO
58,1009,175,1,14,16,260,3,IAH,PHX
19,209,74,3,11,12,13,3,SYR,JFK
12,288,55,8,17,18,1,6,AKN,ANC
6,1055,165,5,5,9,266,6,LAS,DFW
16,781,132,2,19,21,260,4,IAH,OMA
37,1246,190,10,12,13,9,2,11259,12892
1,678,140,9,16,18,127,1,PHL,ORD
30,228,93,8,22,23,180,3,JFK,IAD
145,780,142,12,12,14,22,4,HPN,ATL
-14,287,78,7,16,18,8,7,GRB,DTW
116,2586,390,9,18,22,180,7,JFK,SFO
26,725,120,2,20,23,184,7,MDW,LGA
-3,201,62,3,7,8,7,6,CRP,IAH
36,925,165,7,19,20,16,4,SAV,DFW
18,398,90,1,19,21,578,1,ORD,ERI
-14,383,80,4,8,10,438,1,DFW,BTR
-4,621,111,9,6,8,67,5,SJC,PHX
-2,2640,330,8,14,23,29,6,OGG,SEA
12,489,88,10,19,20,21,6,12266,14193
15,1009,160,6,14,15,260,2,IAH,PHX
-15,763,135,8,11,13,266,6,LAS,PDX
18,2565,370,10,10,13,10,6,11618,14771
120,1211,177,6,18,23,366,2,LAX,SAT
63,414,100,1,21,23,266,7,LAS,SFO
-13,971,145,12,9,12,214,5,MCO,ISP
-3,2556,325,5,14,23,68,5,HNL,LAX
15,1491,210,7,15,21,378,5,DEN,BWI
12,843,150,2,12,14,40,4,SAT,PHX
103,328,70,6,16,16,28,1,ABQ,PHX
52,368,70,7,21,23,120,2,SAN,TUS
154,1242,206,4,20,21,69,5,AUS,LAX
-6,83,47,11,16,17,179,7,CLT,GSO
-5,258,72,11,21,23,578,4,ORD,STL
44,472,105,1,19,20,33,4,OMA,DEN
262,748,140,7,15,17,217,1,EWR,BNA
20,271,65,7,18,20,184,4,MDW,SDF
-19,184,79,1,13,14,172,1,BOS,LGA
-9,533,90,8,12,14,378,6,DEN,MCI
233,1246,200,3,17,19,120,1,DAL,LAX
34,116,55,6,23,23,217,7,EWR,BDL
28,1180,210,12,17,20,185,2,BWI,OKC
2,1214,189,6,12,16,40,5,SAT,DTW
4,1172,156,1,8,12,438,3,DFW,IAD
0,534,100,4,15,17,48,3,RDU,MCO
83,491,101,1,22,23,578,7,ORD,MEM
27,421,94,4,13,15,240,1,SFO,PSP
66,2343,309,6,22,6,366,4,LAX,FLL
118,1597,235,5,15,20,260,7,IAH,BOS
54,519,100,2,18,19,22,1,BOI,LAS
4,531,100,2,7,9,578,5,ORD,ROA
-14,447,90,5,14,16,120,1,SAN,SFO
112,2343,315,8,21,23,118,7,FLL,LAX
-19,370,85,2,7,9,366,5,LAX,PHX
-29,1652,235,3,12,18,15,4,PSP,ORD
5,100,39,9,10,11,68,2,HNL,OGG
98,1025,155,3,20,22,45,1,RSW,CLE
-13,912,155,9,17,19,179,6,CLT,IAH
22,667,122,5,18,19,260,1,IAH,ELP
16,2296,300,5,0,8,240,2,SFO,CLT
50,406,85,12,13,14,6,4,JAC,DEN
83,1173,185,1,20,23,24,6,BDL,FLL
19,1096,179,6,19,22,124,7,MIA,LGA
1,289,75,7,14,15,14,2,ALB,BWI
15,184,82,7,11,12,229,4,LGA,BOS
-16,748,144,6,12,14,217,6,EWR,BNA
-3,342,75,5,9,11,60,6,SNA,SJC
-8,1399,194,6,6,12,182,7,SEA,MSP
41,1607,206,2,23,5,378,4,DEN,RSW
-11,859,132,2,7,9,581,5,ATL,BDL
1,862,135,12,7,10,438,3,DFW,GSP
39,985,164,8,11,15,438,6,DFW,MCO
-4,533,100,7,6,7,68,2,MCI,DEN
18,758,130,8,17,19,77,2,IAD,MCO
17,861,131,1,14,17,260,7,IAH,RSW
-3,602,122,3,5,6,378,4,DEN,PHX
44,733,170,6,19,20,229,2,LGA,ORD
25,368,75,4,22,0,266,4,LAS,SLC
-4,860,144,7,7,8,13,1,SYR,MSP
2,403,90,3,14,15,578,6,ORD,MCI
-10,337,75,10,14,15,19,7,12892,14771
6,300,80,7,12,14,3,5,GNV,ATL
0,670,105,3,8,10,116,1,HOU,BNA
-12,691,129,8,7,9,10,7,MLI,DFW
0,925,155,10,18,21,9,5,11697,10821
54,569,118,2,19,21,36,1,CVG,EWR
-21,1182,203,12,7,9,118,2,FLL,ORD
-10,1217,202,8,15,17,185,7,BWI,DFW
85,1476,201,10,16,21,26,4,11292,11278
15,569,114,8,9,9,438,2,DFW,ABQ
57,853,143,1,22,23,378,7,DEN,SAN
219,1635,229,2,14,20,240,4,SFO,IAH
-9,226,82,12,19,21,179,4,CLT,ATL
-13,532,107,11,11,12,121,4,SLC,SMF
15,338,73,9,12,13,60,1,SNA,PHX
-7,541,111,7,9,11,179,5,CLT,JFK
19,834,138,7,14,17,366,4,LAX,PDX
-5,1947,300,4,12,14,581,5,ATL,LAX
40,1744,250,9,16,22,366,2,LAX,ORD
-2,423,85,10,12,13,11,1,13232,13871
72,460,90,1,19,20,68,1,MCI,DAL
-4,517,97,12,7,9,2,4,SGU,DEN
21,1076,169,4,9,12,118,6,FLL,LGA
-12,954,163,9,10,12,182,3,SEA,LAX
6,746,135,2,17,19,581,1,ATL,EWR
8,1069,175,11,19,22,118,5,FLL,JFK
-25,483,103,3,13,13,5,6,FSD,DEN
-15,663,115,7,8,10,33,2,JAX,BWI
23,188,61,4,18,19,1,3,IDA,SLC
-8,277,60,2,11,12,3,5,HRL,HOU
91,2400,353,5,18,21,48,1,RDU,SFO
-7,1438,214,8,11,17,67,6,SJC,DFW
28,189,50,3,22,23,120,2,DAL,AUS
186,1428,231,5,21,23,260,1,IAH,BFL
15,646,133,10,11,12,3,5,14492,13930
-8,199,74,5,13,14,180,1,JFK,ACK
-8,1464,212,7,5,10,240,6,SFO,DFW
-12,157,60,1,17,18,181,5,DTW,SBN
28,399,85,1,7,8,118,5,DCA,BOS
19,1744,243,8,17,23,366,7,LAX,ORD
18,787,125,2,13,16,260,7,IAH,TPA
5,2475,320,12,6,14,366,2,LAX,JFK
20,347,75,2,16,17,21,2,ELP,PHX
18,1056,165,3,8,10,60,1,PBI,HPN
-7,528,124,1,6,7,5,7,SCE,ORD
2,610,103,8,10,11,181,2,DTW,MHT
-39,346,88,12,10,12,10,5,PIA,DTW
56,731,149,4,19,20,581,6,ATL,DFW
60,1299,178,7,0,5,266,5,LAS,MSP
-4,430,95,5,10,13,12,5,CID,DTW
63,371,80,12,14,16,60,3,SNA,OAK
19,370,98,12,19,20,196,4,PHX,LAX
-7,199,43,8,18,19,3,7,YAK,JNU
-15,2173,266,11,22,5,266,4,LAS,FLL
39,2342,354,2,9,12,124,6,MIA,LAX
41,1276,201,1,9,11,164,4,MSP,PHX
-25,1892,255,10,7,14,10,2,14679,10397
6,230,73,2,6,8,73,1,BNA,CVG
-10,802,135,3,15,17,260,1,IAH,DSM
-12,1824,245,3,9,16,266,3,LAS,CLE
23,1222,188,6,17,19,260,3,IAH,LAS
88,164,66,10,16,17,2,5,11049,11298
-13,562,95,11,11,14,184,6,MDW,GSP
10,190,64,7,10,11,438,7,DFW,AUS
43,594,109,6,6,9,578,3,ORD,MDT
-11,253,49,12,17,18,1,7,ADQ,ANC
15,299,86,12,7,8,578,1,ORD,DSM
2,770,135,10,15,16,5,2,15016,11292
20,1041,170,8,11,13,5,2,SRQ,JFK
16,937,174,8,15,18,217,1,EWR,MCO
64,2106,330,12,20,23,185,3,BWI,LAS
89,852,148,2,11,13,5,4,ACY,MCO
60,102,46,3,16,17,3,5,TYR,DFW
154,544,105,2,18,20,179,1,CLT,LGA
-7,2158,307,9,6,9,124,2,TPA,LAX
145,216,50,8,19,20,7,1,ITO,HNL
-24,501,102,11,14,16,5,2,MHK,ORD
8,563,100,1,17,19,378,6,DEN,MAF
-5,599,118,6,15,18,578,2,ORD,CLT
2,1276,205,3,10,12,164,3,MSP,PHX
231,337,85,5,22,23,185,1,BWI,CMH
84,463,111,5,20,22,36,7,CMH,EWR
16,2704,390,9,20,23,172,1,BOS,SFO
-13,370,90,2,6,6,196,5,PHX,LAX
95,395,86,6,11,13,30,3,OKC,IAH
28,462,97,2,14,15,2,1,RDM,SFO
128,946,175,5,20,21,217,7,EWR,MEM
17,325,65,9,19,20,90,4,OAK,BUR
12,2845,390,6,10,14,196,4,PHX,OGG
-21,1846,257,12,5,11,240,4,SFO,ORD
-10,420,84,12,17,19,378,4,DEN,ICT
38,775,124,2,19,22,378,4,DEN,AUS
-19,862,142,11,20,23,378,7,DEN,IAH
26,416,100,2,17,19,33,5,OMA,ORD
-6,444,83,4,7,8,21,6,CHS,DCA
20,642,130,7,18,21,578,4,ORD,RIC
55,369,80,2,20,22,185,7,BWI,BOS
84,370,75,2,20,22,366,7,LAX,PHX
37,1389,189,3,17,22,438,2,DFW,LGA
10,1197,189,11,16,20,578,2,ORD,MIA
-9,1597,238,5,10,15,260,4,IAH,BOS
203,2475,335,5,12,21,366,7,LAX,JFK
115,290,70,9,6,7,22,4,BOI,SLC
37,2576,315,12,22,6,90,3,OAK,JFK
14,1310,207,11,18,20,214,3,MCO,MSP
-11,649,110,4,7,9,22,1,BOI,DEN
115,622,121,8,14,17,578,2,ORD,BWI
-20,1121,179,8,13,17,438,4,DFW,MIA
16,281,70,1,22,23,185,3,BWI,BUF
88,390,75,6,20,22,29,2,ONT,SMF
34,1127,175,9,18,21,181,2,DTW,FLL
3,2402,309,1,8,16,182,4,SEA,EWR
-18,925,156,8,7,10,578,7,ORD,IAH
-19,1055,170,8,8,12,266,6,LAS,DFW
-15,1315,215,5,18,20,118,6,DCA,AUS
-3,201,45,2,17,18,29,3,OGG,LIH
107,637,133,6,20,23,217,1,EWR,SBN
9,1452,232,4,22,23,77,7,IAD,DEN
20,641,120,7,14,15,438,3,DFW,DEN
-6,689,116,3,8,11,260,1,IAH,ATL
65,406,84,6,17,18,581,6,ATL,TPA
39,1846,294,12,13,16,578,4,ORD,SFO
-9,583,117,12,14,16,217,4,EWR,AVL
360,557,113,11,11,13,10,3,FAR,ORD
17,214,60,1,22,23,581,5,ATL,SAV
23,733,159,9,19,21,229,4,LGA,ORD
-11,108,55,6,16,16,578,6,ORD,MSN
-3,240,72,8,7,9,4,2,ECP,ATL
32,337,80,1,20,21,36,1,CMH,BWI
-10,475,95,1,16,19,578,6,ORD,TYS
30,944,160,9,15,18,214,6,MCO,JFK
23,439,85,6,20,21,21,2,CHS,BNA
26,315,87,1,8,9,61,1,CLE,ORD
-36,957,180,11,18,20,118,1,FLL,HOU
-22,571,120,1,10,12,4,5,ECP,HOU
145,195,68,1,21,22,229,2,LGA,MHT
-35,937,173,4,14,17,217,6,EWR,MCO
28,997,145,3,12,16,184,5,MDW,TPA
85,722,130,8,18,20,16,3,SAV,LGA
3,645,124,6,6,8,12,6,FNT,ATL
22,2125,295,6,0,8,366,1,LAX,CLT
-23,1739,240,12,5,11,67,7,PDX,ORD
-32,2422,390,7,15,19,180,7,JFK,SEA
16,822,155,2,20,23,73,4,BNA,SAT
20,201,59,1,19,20,260,3,IAH,CRP
16,1315,205,8,17,20,118,6,DCA,AUS
-22,528,110,2,16,18,8,7,CAK,ATL
33,512,105,7,19,20,22,4,BOI,OAK
26,189,50,10,19,20,9,4,11259,10423
354,404,90,4,10,11,214,2,MCO,ATL
68,201,64,6,9,10,7,3,LFT,IAH
-15,331,90,12,6,7,7,5,FAY,ATL
121,277,85,3,19,20,217,5,EWR,RIC
-16,422,88,1,16,17,121,4,SLC,RNO
-17,920,145,1,18,21,124,6,TPA,PHL
-15,1379,199,10,8,14,19,6,12892,12266
51,529,113,6,18,20,179,4,CLT,EWR
49,1660,259,4,21,0,438,1,DFW,SEA
-1,1390,225,12,12,13,116,1,HOU,LAX
1,1216,170,4,13,18,266,7,LAS,DSM
39,372,88,5,16,18,60,4,SNA,SFO
15,1698,235,5,18,23,69,6,AUS,BOS
-6,431,90,3,11,13,5,1,MHK,DFW
14,587,100,6,14,17,73,3,BNA,BWI
67,985,179,12,15,17,214,4,MCO,DFW
99,489,100,4,20,21,438,1,DFW,COU
21,666,154,5,18,20,127,1,PHL,ATL
39,697,119,11,20,22,182,3,SEA,SJC
15,840,160,3,17,18,33,2,OMA,SLC
125,2475,376,1,21,0,180,7,JFK,LAX
-8,444,99,2,6,7,5,1,SRQ,ATL
7,1546,250,11,17,19,214,5,MCO,DEN
68,570,90,1,18,20,116,2,HOU,BHM
42,364,82,4,22,23,438,4,DFW,SGF
8,972,163,9,11,14,22,7,HPN,MCO
21,501,104,1,18,18,260,3,IAH,HOB
30,612,123,7,20,21,118,5,DCA,ORD
-12,970,163,8,8,10,27,6,RIC,MSP
67,2585,376,5,20,23,124,3,MIA,SFO
6,767,132,4,18,21,438,5,DFW,TLH
-3,1504,225,6,13,18,240,6,SFO,AUS
49,901,142,5,13,16,16,3,SAV,BOS
-18,2065,309,9,17,19,77,7,IAD,LAS
-46,2425,359,7,6,9,217,6,EWR,SAN
-4,110,50,6,12,12,18,2,TUS,PHX
19,767,143,7,16,17,3,2,TLH,DFW
63,997,150,3,18,22,184,7,MDW,TPA
39,199,78,7,19,20,217,3,EWR,DCA
-2,2994,410,1,12,15,121,6,SLC,HNL
3,588,104,3,13,15,60,7,SNA,SLC
112,1744,275,1,17,20,578,4,ORD,LAX
24,241,68,3,19,19,581,5,ATL,GTR
93,2454,375,4,18,21,217,5,EWR,LAX
-13,253,67,1,14,15,12,2,BTR,IAH
1,223,60,1,15,16,32,7,BUR,LAS
-24,528,106,5,11,14,164,3,MSP,DTW
-7,151,58,7,12,12,581,2,ATL,HSV
58,982,157,4,10,13,5,2,ACY,RSW
8,1209,180,7,14,18,120,3,DAL,BWI
-22,1123,185,8,6,7,181,4,DTW,DEN
33,1172,198,8,18,21,77,3,IAD,DFW
27,1076,171,4,20,22,118,2,FLL,LGA
164,997,182,1,21,0,217,7,EWR,TPA
15,2556,335,5,8,11,366,6,LAX,HNL
-7,1005,160,11,6,9,578,1,ORD,MCO
102,431,95,1,11,13,48,2,RDU,LGA
-10,526,102,8,17,19,581,4,ATL,PIT
3,163,43,5,19,19,17,7,KOA,HNL
130,1020,150,6,19,0,196,1,PHX,HOU
-1,1448,221,9,6,8,182,6,SEA,ANC
66,820,153,5,15,18,217,1,EWR,JAX
-26,1249,203,5,11,14,172,7,BOS,RSW
17,628,115,6,18,19,378,7,DEN,LAS
130,1041,179,12,19,22,578,3,ORD,SAT
139,944,190,3,15,18,180,7,JFK,MCO
1,996,154,6,5,9,9,1,EUG,DEN
-19,641,139,1,10,12,8,6,VPS,DFW
35,937,160,3,18,21,184,7,MDW,HOU
36,654,107,2,18,21,578,5,ORD,ABE
-19,867,144,9,9,12,182,2,SEA,LAS
-9,325,70,4,16,18,196,7,PHX,ONT
-9,1024,143,2,19,22,182,1,SEA,DEN
21,1303,202,5,21,22,260,2,IAH,SAN
-21,234,70,9,13,14,578,7,ORD,ALO
-19,226,80,7,13,14,179,2,CLT,ATL
30,173,60,6,12,13,578,7,ORD,GRB
-23,1589,241,4,14,16,164,3,MSP,SFO
-13,626,111,1,10,13,120,1,SAN,SLC
22,500,103,6,20,22,438,5,DFW,GPT
57,337,83,2,10,11,366,3,LAX,SFO
15,606,118,1,15,18,578,6,ORD,ATL
-4,1299,186,1,7,12,266,6,LAS,MSP
33,406,90,2,22,23,185,3,BWI,DAY
-17,1635,223,10,18,23,15,2,14771,12266
156,419,99,5,18,19,61,1,CLE,LGA
11,762,125,2,6,8,581,3,ATL,LGA
62,563,114,3,11,13,229,5,LGA,MYR
-2,780,147,12,6,8,22,7,HPN,ATL
-7,377,90,4,13,15,6,6,MHT,BWI
7,305,70,8,17,18,260,4,IAH,MSY
26,528,123,11,17,18,181,3,DTW,MSP
-21,1182,202,11,7,9,180,2,JFK,MSY
-27,1450,239,11,8,10,36,3,CVG,SLC
97,334,92,2,18,20,164,2,MSP,ORD
95,569,117,7,16,18,36,1,CVG,EWR
-14,677,110,10,6,9,1,4,11540,12191
-7,366,92,6,8,10,34,7,PIT,CLT
34,631,120,8,17,19,73,3,BNA,DFW
150,184,68,2,10,12,229,2,LGA,BOS
15,1546,200,3,14,19,378,5,DEN,MCO
29,2446,372,7,17,20,180,4,JFK,SAN
33,67,49,9,20,21,578,4,ORD,MKE
7,1737,224,5,15,21,196,5,PHX,CLE
29,1090,150,2,20,0,266,4,LAS,AUS
42,1005,161,12,17,21,578,1,ORD,MCO
61,607,107,7,14,17,578,7,ORD,SYR
296,605,117,5,20,22,15,1,GRR,EWR
13,1919,280,7,19,21,581,2,ATL,SNA
2,859,134,11,9,12,581,4,ATL,BDL
37,190,59,8,16,17,438,5,DFW,SHV
-9,395,85,12,13,14,184,7,MDW,BNA
92,1050,167,11,7,11,578,3,ORD,SRQ
6,342,95,12,16,18,1,7,PAH,ORD
46,2174,267,12,23,7,266,3,LAS,MIA
-12,140,61,6,12,14,69,4,AUS,IAH
20,541,101,1,22,23,179,5,CLT,JFK
220,849,174,12,16,18,12,3,PVD,ORD
-10,201,75,12,7,8,181,4,DTW,PIT
-11,134,54,7,5,5,9,4,GRK,DFW
-10,316,74,7,5,6,8,6,MFE,IAH
105,544,108,8,20,22,179,1,CLT,LGA
16,1709,223,8,12,17,182,3,SEA,STL
0,192,61,6,21,23,581,2,ATL,CAE
77,1517,210,1,6,12,60,6,SMF,MSP
17,471,80,12,20,21,60,7,MSY,BNA
-10,782,139,4,8,10,581,5,ATL,ICT
-16,405,91,12,10,11,181,2,DTW,DCA
-5,994,140,1,16,20,69,3,AUS,MCO
6,451,99,5,7,9,18,4,TUS,LAX
-9,444,89,4,13,14,581,2,ATL,SRQ
-14,444,107,10,17,18,9,3,11278,10994
-10,983,155,12,8,11,124,4,TPA,DTW
15,238,70,9,10,11,7,1,BFL,SFO
-8,69,34,3,14,15,3,1,MEI,PIB
52,783,131,7,14,18,578,6,ORD,BDL
-4,2075,262,1,13,19,196,1,PHX,PHL
57,537,105,5,20,21,181,4,DTW,BTV
49,594,110,3,18,20,7,1,GSP,EWR
-14,369,81,5,8,9,185,7,BWI,BOS
-15,1448,210,6,16,18,182,1,SEA,ANC
75,764,133,6,12,15,73,2,BNA,LGA
-15,431,99,10,11,12,1,4,13290,11298
-2,926,139,3,15,18,438,7,DFW,CMH
5,630,108,8,11,12,121,5,SLC,PDX
79,748,131,2,18,19,1,2,EGE,LAX
-4,1325,236,3,14,17,127,7,PHL,IAH
-14,985,143,2,17,21,438,2,DFW,MCO
-9,628,107,12,8,10,266,3,LAS,DEN
-13,1124,170,5,13,17,164,7,MSP,BOS
1,740,135,11,17,20,578,7,ORD,JFK
-24,196,72,3,6,7,12,5,CID,ORD
7,925,161,9,17,20,578,2,ORD,IAH
-9,184,79,4,7,8,172,3,BOS,LGA
